ticker,market,currency,price,day_chg,ytd_chg,ret_1m,ret_3m,ret_6m,ret_1y,high_52w,low_52w,from_ath,rsi,vol_ratio,ma20,ma50,ma200,score,name
6912.T,JP,JPY,2262.0,-0.35,25.3,10.94,23.45,41.33,86.7,2312.0,1196.05,-2.16,76.9,0.63,2140.0,2124.31,1780.79,70,6912.T
FDX,US,USD,387.9800109863281,-1.2,32.89,10.99,27.94,64.4,87.47,394.59,205.29,-1.68,67.4,0.45,371.92,369.66,286.66,70,FDX
6278.T,JP,JPY,16920.0,0.71,95.38,18.32,65.23,144.09,391.03,17580.0,3445.8,-3.75,62.8,1.0,15643.0,15006.8,9714.69,69,6278.T
3864.T,JP,JPY,959.0,0.84,49.14,19.13,43.87,44.72,30.42,990.0,576.26,-3.13,76.7,1.11,909.6,844.33,696.49,69,3864.T
6258.T,JP,JPY,3020.0,0.17,28.36,22.76,16.36,52.47,121.89,3135.0,1361.04,-3.67,76.5,0.57,2767.9,2707.42,2255.41,69,6258.T
2780.T,JP,JPY,5130.0,-1.16,80.14,12.82,47.23,66.07,89.01,5460.0,2641.21,-6.04,62.9,0.59,5007.25,4710.05,3379.08,69,2780.T
7826.T,JP,JPY,7420.0,1.92,108.13,16.48,87.85,155.33,214.16,7910.0,2254.0,-6.19,71.5,0.88,6883.0,6971.2,4028.45,69,7826.T
8139.T,JP,JPY,2289.0,7.26,11.62,13.26,6.96,43.05,69.56,2333.0,1338.07,-1.89,68.8,1.76,2137.85,2058.19,1854.68,68,8139.T
4800.T,JP,JPY,979.0,6.88,18.56,19.39,16.53,22.69,29.04,979.0,736.66,0.0,89.8,8.44,834.85,834.37,804.41,68,4800.T
STT,US,USD,150.74000549316406,-0.34,17.57,20.76,18.93,33.27,77.34,153.57,85.0,-1.84,86.8,0.49,138.71,130.26,120.37,68,STT
6555.T,JP,JPY,480.0,4.58,12.15,17.07,12.94,22.45,26.32,480.0,371.0,0.0,70.5,1.21,440.7,428.0,413.31,68,6555.T
332A.T,JP,JPY,1483.0,-1.4,33.6,34.09,6.0,84.22,108.58,1626.0,700.0,-8.79,69.9,0.73,1330.35,1223.1,996.64,68,332A.T
9726.T,JP,JPY,2000.0,2.09,21.36,13.57,6.84,23.3,69.2,2000.0,975.0,0.0,79.3,2.24,1802.95,1717.2,1543.01,68,9726.T
5214.T,JP,JPY,7991.0,-0.2,28.47,28.53,19.23,63.83,153.96,8007.0,3146.61,-0.2,89.2,1.1,7074.3,6623.84,5500.66,68,5214.T
DLR,US,USD,200.0,0.0,29.89,14.45,24.63,15.73,28.74,203.91,146.93,-1.92,84.6,2.1,190.6,182.75,168.68,68,DLR
6101.T,JP,JPY,4120.0,-1.32,44.9,22.95,32.5,54.94,140.57,4645.0,1678.63,-11.3,65.5,0.99,3947.0,3775.68,2816.61,68,6101.T
CMI,US,USD,660.75,0.58,27.0,24.67,16.32,59.39,129.5,660.75,287.81,0.0,88.2,0.54,595.46,577.26,484.29,68,CMI
6143.T,JP,JPY,1465.0,3.61,52.13,13.92,32.22,63.56,107.3,1541.0,706.71,-4.93,71.4,0.72,1383.95,1387.36,1046.69,67,6143.T
6769.T,JP,JPY,1070.0,3.08,35.1,18.89,28.45,31.86,26.36,1121.0,765.38,-4.55,65.3,1.04,956.05,911.64,846.78,67,6769.T
3936.T,JP,JPY,209.0,-12.18,48.23,63.28,40.27,25.15,97.17,321.0,104.0,-34.89,77.1,2.24,150.0,140.08,161.54,67,3936.T
6832.T,JP,JPY,2918.0,6.3,23.57,21.84,5.36,32.85,77.01,3062.91,1631.89,-4.73,80.7,2.03,2512.95,2584.04,2317.49,67,6832.T
9880.T,JP,JPY,2749.0,4.41,33.37,10.98,28.04,72.45,144.97,2895.0,1122.19,-5.04,63.1,0.9,2619.3,2607.1,1936.41,67,9880.T
PFG,US,USD,99.33999633789062,2.41,12.09,11.69,7.78,27.37,40.46,99.34,70.72,0.0,75.2,1.65,93.21,91.41,84.87,66,PFG
4182.T,JP,JPY,4417.0,3.59,56.45,15.15,42.73,56.29,112.28,4920.86,2012.41,-10.24,77.0,1.03,4076.3,4153.04,3061.96,66,4182.T
3433.T,JP,JPY,3035.0,2.4,37.91,18.23,21.89,38.53,94.3,3105.08,1562.05,-2.26,86.0,1.12,2790.7,2794.13,2304.7,66,3433.T
6798.T,JP,JPY,3400.0,2.1,31.05,14.09,23.33,50.83,55.14,3501.25,2033.71,-2.89,81.7,1.03,3147.55,3140.31,2566.33,66,6798.T
3192.T,JP,JPY,431.0,8.02,52.3,52.84,45.12,63.88,69.69,530.0,243.0,-18.68,54.4,0.1,417.65,342.42,296.01,65,3192.T
BK,US,USD,134.0500030517578,-1.01,15.04,14.92,12.63,26.84,72.95,137.92,77.51,-2.81,75.8,0.7,128.2,121.56,112.07,65,BK
3994.T,JP,JPY,4921.0,0.49,5.31,37.38,18.84,-4.45,16.34,6680.0,2763.5,-26.33,65.7,0.93,4260.3,3662.69,4711.79,65,3994.T
PSA,US,USD,308.2900085449219,-0.81,20.5,15.03,11.72,2.8,10.46,312.17,255.84,-1.24,73.3,0.98,292.62,292.55,280.46,65,PSA
8035.T,JP,JPY,45850.0,0.81,25.23,17.71,10.85,47.24,129.15,45850.0,19577.27,0.0,73.8,0.77,42179.5,41494.58,32694.94,65,8035.T
HUBB,US,USD,553.0700073242188,-0.86,19.77,14.82,13.92,28.42,55.61,557.85,338.92,-0.86,74.2,0.85,523.02,507.74,458.52,65,HUBB
HLT,US,USD,335.6300048828125,0.4,14.61,11.25,13.01,25.54,53.16,342.89,219.14,-2.12,73.3,1.01,321.25,311.68,285.41,65,HLT
6432.T,JP,JPY,7200.0,2.71,8.4,12.15,13.9,22.57,70.59,7500.0,4220.71,-4.0,69.5,1.69,6641.0,6734.95,6025.86,65,6432.T
FTV,US,USD,61.09000015258789,-0.03,10.41,11.46,11.7,23.39,18.16,61.85,46.39,-1.23,73.3,0.9,58.52,57.37,52.83,65,FTV
6971.T,JP,JPY,2710.0,0.46,22.7,12.49,17.26,33.31,66.79,2776.5,1561.21,-2.4,71.6,0.88,2587.2,2571.11,2154.68,65,6971.T
7375.T,JP,JPY,2030.0,-4.69,156.31,66.53,117.34,109.28,154.71,2265.0,721.0,-10.38,54.0,0.15,1758.95,1296.92,990.35,65,7375.T
7004.T,JP,JPY,1202.0,0.33,28.44,19.01,18.67,14.05,39.02,1224.0,864.6,-1.8,62.8,0.95,1156.8,1068.76,1011.26,65,7004.T
6383.T,JP,JPY,6401.0,0.93,27.74,11.23,15.83,31.86,83.62,6578.0,3471.32,-2.69,64.9,0.7,6169.1,6043.14,5045.2,65,6383.T
UNP,US,USD,268.70001220703125,-0.94,16.47,12.34,16.98,23.47,28.95,271.26,207.71,-0.94,76.8,0.94,249.86,251.84,232.26,65,UNP
6925.T,JP,JPY,3220.0,2.48,27.64,12.75,15.59,38.7,96.89,3323.0,1635.42,-3.1,61.8,1.52,3141.18,2996.25,2454.29,65,6925.T
6356.T,JP,JPY,1666.0,9.17,89.84,14.82,76.6,123.34,280.06,2193.95,438.35,-24.06,76.2,5.05,1306.85,1388.27,919.28,65,6356.T
GL,US,USD,152.55999755859375,-0.92,10.69,10.17,10.75,12.91,25.13,153.97,116.72,-0.92,75.7,1.04,146.34,143.44,138.19,65,GL
6552.T,JP,JPY,216.0,-0.46,26.32,31.71,18.03,8.0,22.73,265.0,163.0,-18.49,60.1,0.21,205.55,182.18,193.34,65,6552.T
6113.T,JP,JPY,2529.0,0.94,36.16,12.63,26.24,39.15,86.99,2624.27,1352.49,-3.63,78.2,0.92,2381.38,2379.19,1946.98,64,6113.T
8508.T,JP,JPY,609.0,-0.16,25.83,11.13,23.03,48.22,61.9,632.0,376.16,-3.64,65.5,0.51,592.75,560.2,465.09,64,8508.T
9537.T,JP,JPY,5270.0,0.38,43.39,16.21,39.84,49.18,54.11,5571.71,3419.68,-5.42,76.2,0.38,4965.75,4700.52,3898.98,64,9537.T
4186.T,JP,JPY,9069.0,1.98,51.02,13.59,37.2,83.53,209.36,9659.0,2931.57,-6.11,66.1,1.1,8603.15,8606.76,6129.38,64,4186.T
3863.T,JP,JPY,1432.0,0.99,23.15,13.38,21.09,23.47,28.58,1484.0,986.26,-3.5,73.4,0.91,1350.35,1285.72,1177.18,64,3863.T
7380.T,JP,JPY,1999.0,-0.3,48.8,15.42,26.94,93.95,137.79,2125.0,827.02,-5.93,61.9,0.81,1983.9,1832.43,1303.2,64,7380.T
8336.T,JP,JPY,2333.0,-0.26,46.04,13.99,29.41,78.91,140.44,2433.0,945.13,-4.11,61.7,0.75,2306.7,2113.72,1557.38,64,8336.T
6890.T,JP,JPY,7480.0,3.89,47.2,16.4,11.93,78.24,220.86,7480.0,2331.27,0.0,81.9,1.6,6772.5,6414.13,4901.42,64,6890.T
GNRC,US,USD,220.92999267578125,1.17,56.58,11.58,32.21,16.87,95.7,236.58,112.67,-6.62,70.9,0.83,204.87,211.35,179.38,64,GNRC
6507.T,JP,JPY,13380.0,1.52,37.69,17.78,25.55,25.66,133.13,14000.0,5739.37,-4.43,67.3,0.43,12707.0,12194.48,10072.72,64,6507.T
6266.T,JP,JPY,2708.0,1.04,30.82,20.04,-3.63,13.06,65.48,2933.0,1636.42,-7.67,74.7,0.75,2518.2,2472.96,2301.01,64,6266.T
6928.T,JP,JPY,3165.0,1.93,34.63,11.48,22.04,94.05,159.68,3347.83,1218.8,-5.46,69.1,0.65,3074.65,3033.51,2159.69,64,6928.T
IRM,US,USD,116.02999877929688,-0.08,40.53,15.79,24.65,13.73,36.91,120.53,78.22,-3.73,77.0,0.93,109.97,107.76,96.25,64,IRM
6617.T,JP,JPY,5740.0,1.77,44.99,15.45,29.48,82.32,181.76,6100.0,2037.2,-5.9,61.0,0.87,5543.5,5364.98,3843.74,64,6617.T
6481.T,JP,JPY,5449.0,0.06,34.61,13.45,24.58,27.77,68.92,5718.0,3190.09,-4.7,68.0,0.62,5311.35,5121.96,4309.98,64,6481.T
SBAC,US,USD,219.47000122070312,-0.06,14.8,32.08,17.74,13.3,1.03,238.08,165.15,-7.82,55.6,0.4,207.28,196.59,197.57,64,SBAC
PWR,US,USD,624.8400268554688,-1.36,42.14,14.54,32.75,46.28,117.67,633.44,287.06,-1.36,83.7,0.66,583.05,567.9,460.64,63,PWR
NXPI,US,USD,244.0399932861328,1.19,10.86,23.93,6.17,11.63,28.49,248.46,178.44,-1.78,93.1,1.19,209.32,211.09,217.54,63,NXPI
EME,US,USD,869.9000244140625,-0.37,36.36,19.83,23.12,25.07,112.45,873.11,399.93,-0.37,81.9,1.13,794.18,768.52,674.97,63,EME
EQIX,US,USD,1108.760009765625,-0.59,45.9,15.09,38.25,34.81,35.36,1115.29,722.15,-0.59,80.1,1.21,1042.89,991.53,832.11,63,EQIX
ETN,US,USD,423.9200134277344,-0.14,29.92,18.71,27.98,14.5,48.59,424.5,284.24,-0.14,86.4,1.0,389.29,375.24,359.76,63,ETN
7175.T,JP,JPY,1405.0,2.7,17.8,5.09,12.8,28.36,41.01,1405.0,958.58,0.0,70.9,2.31,1336.3,1320.16,1160.3,63,7175.T
GOOG,US,USD,342.32000732421875,1.35,8.64,21.93,2.69,35.1,109.65,344.66,152.27,-0.68,83.2,1.06,315.58,308.5,276.52,63,GOOG
CVNA,US,USD,409.0799865722656,1.5,2.21,35.74,-13.64,19.61,72.5,478.45,237.15,-14.5,77.2,0.51,352.92,333.1,366.88,63,CVNA
7462.T,JP,JPY,635.0,5.66,15.36,10.63,7.86,43.82,94.04,635.0,320.45,0.0,84.5,2.54,560.3,581.83,505.99,63,7462.T
GOOGL,US,USD,344.3999938964844,1.63,9.36,22.6,3.42,36.27,113.38,344.4,150.86,0.0,82.3,1.02,317.42,309.49,276.28,63,GOOGL
367A.T,JP,JPY,2797.0,0.32,46.7,16.35,31.96,36.34,79.53,2797.0,1518.16,0.0,86.2,0.91,2523.8,2375.28,2016.67,63,367A.T
9824.T,JP,JPY,6380.0,4.08,17.06,5.45,11.34,41.95,55.89,6540.0,4002.69,-2.45,61.3,2.6,6207.0,6234.8,5104.13,63,9824.T
319A.T,JP,JPY,13500.0,2.35,33.53,6.97,29.19,50.0,209.63,13900.0,4310.0,-2.88,71.8,0.65,12727.5,12467.6,9195.0,63,319A.T
TT,US,USD,486.4200134277344,0.18,22.51,19.48,23.7,17.25,40.75,486.42,345.59,0.0,82.8,0.63,453.6,446.05,423.75,63,TT
6367.T,JP,JPY,21565.0,2.25,7.41,11.91,10.1,20.9,37.36,22240.0,15498.21,-3.04,64.1,0.71,20464.75,19847.05,18968.41,62,6367.T
3103.T,JP,JPY,2565.0,-10.03,781.44,115.73,557.69,1163.55,1533.76,3745.0,144.0,-31.51,68.1,0.95,1925.8,1674.06,620.62,62,3103.T
9412.T,JP,JPY,3285.0,3.63,63.13,8.52,53.95,128.9,205.31,3405.0,1075.96,-3.52,60.4,1.11,3129.9,2961.51,1995.26,62,9412.T
UNH,US,USD,354.9200134277344,0.1,6.33,32.41,1.72,-0.1,-12.83,408.48,232.89,-13.11,93.4,0.92,308.19,292.81,310.08,61,UNH
5805.T,JP,JPY,15500.0,2.85,42.58,14.81,36.36,117.33,154.5,17259.37,6090.34,-10.19,70.0,1.06,13837.0,14122.43,10386.72,61,5805.T
XYZ,US,USD,71.62999725341797,2.43,9.95,20.65,8.69,-8.82,23.31,81.11,46.53,-11.69,73.8,0.72,64.94,61.16,68.13,61,XYZ
5609.T,JP,JPY,907.0,3.89,10.6,10.34,7.91,4.62,16.42,917.67,774.16,-1.16,80.6,4.27,857.1,838.13,841.82,61,5609.T
6627.T,JP,JPY,9600.0,2.02,49.77,18.37,28.86,76.65,293.91,10830.0,2437.11,-11.36,64.5,0.48,9229.5,9111.0,6173.46,61,6627.T
9236.T,JP,JPY,1252.0,5.83,23.35,23.35,19.35,20.97,3.39,1589.0,980.0,-21.21,63.0,1.06,1121.55,1050.52,1100.63,60,9236.T
6392.T,JP,JPY,6850.0,8.56,2.61,6.53,2.31,26.68,46.03,6901.93,4681.09,-0.75,65.4,5.13,6447.0,6452.73,5796.85,60,6392.T
JCI,US,USD,141.9199981689453,0.13,16.39,7.87,23.71,28.77,76.24,145.01,80.53,-2.13,67.7,0.55,137.57,137.31,118.67,60,JCI
6466.T,JP,JPY,4955.0,0.81,60.06,15.1,70.36,71.6,135.47,6131.51,2044.09,-19.19,69.4,4.41,4307.0,4557.93,3155.43,60,6466.T
2337.T,JP,JPY,515.0,0.39,19.99,8.42,30.01,42.25,41.86,524.0,353.29,-1.72,71.6,0.57,496.15,471.74,418.33,60,2337.T
BEN,US,USD,27.1200008392334,1.12,15.61,16.64,7.7,23.04,53.16,27.75,17.71,-2.29,78.8,1.15,25.33,25.35,23.95,60,BEN
PCAR,US,USD,127.0,0.02,14.14,10.12,4.28,30.19,41.75,129.48,86.5,-1.92,69.0,1.05,122.61,121.44,107.74,60,PCAR
4966.T,JP,JPY,23320.0,1.13,60.55,7.96,33.07,97.93,161.14,24000.0,8476.2,-2.83,66.5,0.93,22348.5,21718.23,14849.54,60,4966.T
7419.T,JP,JPY,1256.0,3.63,5.08,14.49,2.28,0.97,50.52,1363.06,834.11,-7.85,66.0,1.54,1141.35,1120.24,1154.31,60,7419.T
MS,US,USD,188.07000732421875,-0.31,3.96,15.22,3.97,19.43,66.47,191.62,112.8,-1.85,77.0,0.56,178.01,170.34,163.49,60,MS
4119.T,JP,JPY,5860.0,-1.01,59.21,11.83,53.89,83.87,97.18,6030.0,2952.39,-2.82,56.6,0.64,5539.5,5032.59,3828.0,60,4119.T
281A.T,JP,JPY,763.0,-5.92,104.01,63.73,105.66,-43.94,12.37,2063.0,311.0,-63.02,60.8,0.2,660.3,500.88,868.59,60,281A.T
5532.T,JP,JPY,3600.0,-2.17,56.93,27.52,33.23,22.24,176.92,4270.0,1300.0,-15.69,62.4,0.76,3427.85,3191.86,2780.34,60,5532.T
6817.T,JP,JPY,1312.0,-1.65,13.49,15.59,7.63,21.4,55.43,1337.0,844.09,-1.87,78.0,1.04,1221.85,1191.02,1106.5,60,6817.T
6706.T,JP,JPY,3325.0,-0.15,27.9,9.38,20.15,78.27,84.44,3368.52,1742.12,-1.29,73.1,0.6,3175.0,3125.79,2455.5,60,6706.T
5013.T,JP,JPY,3270.0,-0.46,18.82,11.6,6.22,54.54,80.69,3330.0,1801.99,-1.8,76.6,0.84,3149.15,3069.75,2540.37,60,5013.T
9962.T,JP,JPY,3042.0,1.37,22.58,10.42,17.86,32.42,47.19,3149.23,1814.64,-3.41,69.3,0.79,2923.57,2929.24,2462.57,59,9962.T
7725.T,JP,JPY,1667.0,-0.12,16.25,18.73,13.79,18.84,42.22,1754.0,1101.71,-4.96,71.6,0.74,1551.45,1478.82,1416.01,59,7725.T
3439.T,JP,JPY,741.0,0.0,17.99,11.26,15.78,21.26,19.61,780.0,585.64,-5.0,69.1,0.07,693.15,669.82,628.69,59,3439.T
2999.T,JP,JPY,572.0,-0.87,24.35,19.92,16.02,37.5,26.45,606.75,407.0,-5.73,66.5,0.3,538.8,495.42,487.12,59,2999.T
NTRS,US,USD,164.00999450683594,-0.83,18.42,18.87,10.21,33.02,83.58,171.74,89.34,-4.5,77.7,1.09,152.49,145.44,135.23,59,NTRS
6824.T,JP,JPY,5290.0,-1.12,30.88,14.5,18.26,39.86,129.54,5470.0,2224.26,-3.29,61.2,0.67,5071.5,4828.23,3913.53,59,6824.T
3566.T,JP,JPY,793.0,-1.73,20.15,17.13,15.77,32.04,55.11,820.0,511.25,-3.29,68.2,0.16,750.75,721.22,655.99,59,3566.T
9983.T,JP,JPY,70090.0,1.15,23.16,13.45,16.4,31.51,53.11,75540.0,43056.53,-7.21,62.1,1.02,69376.5,66936.47,56002.43,59,9983.T
META,US,USD,675.030029296875,2.41,3.87,23.28,0.48,-7.88,23.73,788.15,525.72,-14.35,79.6,0.81,624.47,629.62,679.03,59,META
5698.T,JP,JPY,1023.0,1.59,69.37,10.36,17.18,103.38,117.1,1070.0,458.61,-4.39,61.6,0.96,937.95,946.82,667.87,59,5698.T
MAR,US,USD,367.1499938964844,-0.3,17.37,12.71,16.15,36.72,56.91,378.72,233.99,-3.06,68.9,0.77,352.04,341.46,298.83,59,MAR
C,US,USD,127.9800033569336,-0.41,8.38,13.85,12.04,33.84,91.89,133.05,66.41,-3.81,69.7,0.53,123.3,115.82,105.76,59,C
6268.T,JP,JPY,4688.0,1.65,22.4,10.41,12.94,26.94,128.74,5083.0,2049.48,-7.77,65.6,0.84,4493.0,4517.34,3708.07,59,6268.T
2531.T,JP,JPY,1780.0,-2.47,12.02,12.06,10.96,4.0,53.4,1874.5,1116.71,-5.04,61.1,0.8,1740.95,1617.7,1549.77,59,2531.T
6273.T,JP,JPY,70470.0,1.35,23.58,13.26,12.61,36.11,61.32,75394.13,42673.74,-6.53,74.2,0.83,67425.0,68165.75,56151.15,59,6273.T
6622.T,JP,JPY,13900.0,1.31,31.39,15.56,16.14,45.14,134.27,14747.2,5874.4,-5.74,66.2,0.72,13252.0,13162.67,9983.92,59,6622.T
7730.T,JP,JPY,1790.0,-0.72,22.94,13.36,11.64,20.53,58.68,1895.0,1115.93,-5.54,72.7,0.78,1649.65,1603.52,1426.99,59,7730.T
6856.T,JP,JPY,21645.0,0.72,32.59,18.05,18.41,70.23,136.05,21645.0,9169.82,0.0,83.7,1.12,20074.5,19646.5,15040.8,58,6856.T
SNPS,US,USD,500.82000732421875,9.62,4.25,24.6,-0.44,9.81,12.14,645.35,380.47,-22.4,78.8,1.68,424.21,426.57,481.38,58,SNPS
SLB,US,USD,56.150001525878906,2.58,40.5,7.34,13.64,58.09,67.63,56.15,31.29,0.0,79.6,1.43,52.14,50.3,40.54,58,SLB
7721.T,JP,JPY,8100.0,0.25,40.94,16.55,22.32,60.37,146.12,9157.3,3072.32,-11.55,66.2,1.01,7430.5,7839.59,5894.33,58,7721.T
8065.T,JP,JPY,2712.0,0.33,21.64,13.38,16.49,30.02,98.86,2771.0,1363.76,-2.13,81.7,1.1,2553.7,2445.75,2068.61,58,8065.T
7384.T,JP,JPY,3435.0,-1.43,58.4,10.1,24.82,103.2,116.83,3870.0,1384.7,-11.24,61.1,0.66,3381.75,3134.54,2145.27,58,7384.T
NSC,US,USD,319.7099914550781,-0.54,11.57,12.86,11.4,13.68,47.14,321.44,215.57,-0.54,80.9,0.66,296.78,300.09,288.08,58,NSC
6963.T,JP,JPY,3765.0,3.98,66.6,17.22,38.93,60.3,211.21,3811.0,1209.8,-1.21,58.9,1.34,3589.15,3216.56,2431.91,58,6963.T
7271.T,JP,JPY,1192.0,-2.38,15.69,20.4,-3.48,59.38,132.12,1313.0,497.94,-9.22,71.3,0.47,1059.45,1057.97,885.88,58,7271.T
6823.T,JP,JPY,3195.0,-1.08,22.17,14.39,16.11,25.86,37.34,3240.0,2245.94,-1.39,81.1,0.94,2982.15,2908.55,2658.27,58,6823.T
6525.T,JP,JPY,6646.0,1.02,12.09,24.11,0.81,35.7,167.33,7237.0,2486.1,-8.17,73.2,0.58,6186.4,5996.56,4806.51,58,6525.T
6616.T,JP,JPY,1891.0,-1.46,34.24,12.03,23.23,24.26,63.99,2086.0,1043.68,-9.35,62.7,0.72,1837.9,1721.14,1568.1,58,6616.T
6787.T,JP,JPY,29440.0,4.51,175.3,3.23,187.08,203.31,392.46,29730.0,5511.45,-0.98,61.2,0.69,27405.5,24970.42,13482.06,58,6787.T
6376.T,JP,JPY,2644.0,2.64,63.31,11.09,44.8,77.79,134.54,2840.0,1117.6,-6.9,48.5,1.44,2657.65,2479.58,1751.19,57,6376.T
463A.T,JP,JPY,1114.0,-1.15,15.44,15.8,13.1,0.0,17.0,1158.0,886.0,-3.8,66.1,0.55,1072.35,1017.4,0.0,57,463A.T
6440.T,JP,JPY,730.0,1.25,41.75,10.44,32.97,65.55,95.54,770.0,330.22,-5.19,83.0,1.17,691.8,690.78,505.06,57,6440.T
6645.T,JP,JPY,5093.0,-0.78,28.95,15.3,28.6,18.05,24.65,5487.4,3418.29,-7.19,82.2,0.8,4752.45,4763.86,4145.35,57,6645.T
2666.T,JP,JPY,167.0,1.21,5.82,10.6,-0.91,7.14,14.28,178.28,133.46,-6.33,72.7,1.85,162.35,162.96,157.04,57,2666.T
MAS,US,USD,74.18000030517578,-1.62,15.55,23.24,8.61,7.74,25.09,77.49,58.6,-4.27,82.2,1.02,64.27,65.93,67.05,57,MAS
MET,US,USD,77.69999694824219,2.16,-2.57,11.41,1.41,0.83,6.41,82.02,67.7,-5.27,75.4,0.78,74.18,73.26,76.65,57,MET
4462.T,JP,JPY,2700.0,2.08,21.79,11.52,13.48,34.48,31.13,3022.53,1816.79,-10.67,69.3,1.01,2537.45,2559.48,2200.44,56,4462.T
5741.T,JP,JPY,2860.0,2.29,32.06,28.48,20.45,63.58,148.67,3352.35,1150.14,-14.69,56.4,0.69,2816.55,2617.02,1999.09,56,5741.T
PLD,US,USD,142.10000610351562,-0.17,11.0,9.53,13.3,14.78,43.82,145.1,98.77,-2.07,75.2,0.58,137.53,136.26,122.85,55,PLD
7760.T,JP,JPY,3405.0,-0.15,53.17,22.04,19.43,72.32,146.82,4115.0,1379.52,-17.25,66.8,0.93,3160.85,3368.98,2390.71,55,7760.T
FRT,US,USD,111.04000091552734,-0.41,13.33,8.23,10.5,12.63,23.05,112.53,87.65,-1.32,70.4,0.49,108.44,106.62,98.83,55,FRT
2195.T,JP,JPY,547.0,-4.04,78.18,28.71,46.65,67.11,72.28,604.0,286.05,-9.44,48.5,0.25,515.35,411.7,363.98,55,2195.T
2207.T,JP,JPY,3205.0,-2.29,31.65,10.9,28.93,53.15,51.93,3280.0,1957.76,-2.29,59.1,1.4,3149.7,2902.98,2387.34,55,2207.T
REG,US,USD,80.19000244140625,-0.68,19.15,7.83,13.6,12.98,16.92,81.12,65.81,-1.15,69.5,0.56,78.28,77.29,71.42,55,REG
9159.T,JP,JPY,2108.0,-0.99,26.84,36.09,25.48,-3.96,14.13,2845.0,1520.0,-25.91,41.7,0.07,2233.7,1848.68,1940.5,55,9159.T
HST,US,USD,20.899999618530273,-0.81,16.32,8.77,12.78,29.49,58.97,21.29,13.15,-1.83,71.7,0.54,20.08,19.59,17.48,55,HST
6958.T,JP,JPY,609.0,1.33,22.75,9.73,16.41,74.78,65.6,621.0,304.04,-1.93,72.5,0.91,583.9,577.58,452.48,55,6958.T
9441.T,JP,JPY,3105.0,0.16,17.26,5.36,17.61,7.17,105.37,3180.0,1511.88,-2.36,60.7,0.29,3052.65,2834.8,2611.58,55,9441.T
2934.T,JP,JPY,1680.0,0.06,27.56,28.83,17.89,-1.23,-7.95,1986.0,1202.0,-15.41,72.3,0.23,1528.2,1378.7,1571.43,55,2934.T
9319.T,JP,JPY,2179.0,0.74,52.33,14.81,27.12,63.89,53.59,2218.0,1283.13,-1.76,45.8,0.65,2157.05,1921.75,1539.04,55,9319.T
9338.T,JP,JPY,4525.0,-0.22,136.66,-0.55,145.12,82.46,25.69,4550.0,1785.0,-0.55,60.0,0.74,4525.5,4369.98,2847.95,55,9338.T
KIM,US,USD,23.690000534057617,-0.63,19.42,6.42,14.89,9.2,22.03,24.19,19.06,-2.07,70.4,0.68,23.16,23.01,21.28,55,KIM
WELL,US,USD,208.75,0.24,12.06,6.76,14.08,19.45,44.41,214.72,141.71,-2.78,60.1,0.65,204.9,205.63,184.75,55,WELL
8399.T,JP,JPY,2455.0,1.03,33.72,7.58,10.75,74.68,146.63,2520.0,976.29,-2.58,62.9,1.41,2387.6,2327.42,1728.87,55,8399.T
4659.T,JP,JPY,4415.0,-0.11,50.37,-0.67,47.31,51.25,77.24,4445.0,2466.0,-0.67,66.7,0.47,4420.25,4300.92,3298.74,55,4659.T
1721.T,JP,JPY,5554.0,-0.05,20.96,9.68,12.71,48.48,82.97,5694.53,3035.52,-2.47,73.6,1.41,5268.4,5302.86,4291.57,55,1721.T
MGM,US,USD,39.540000915527344,1.54,8.36,5.24,15.95,19.56,24.85,39.77,30.72,-0.58,65.6,0.83,37.72,36.77,35.57,55,MGM
9534.T,JP,JPY,921.0,1.43,20.41,6.04,13.67,35.25,80.42,921.0,510.47,0.0,65.1,0.85,893.8,885.55,738.43,55,9534.T
5393.T,JP,JPY,3152.0,1.61,38.01,5.28,17.45,75.17,105.93,3169.28,1530.63,-0.55,75.2,0.74,3019.03,2935.19,2260.16,55,5393.T
CSCO,US,USD,89.01000213623047,0.47,17.69,8.92,16.21,28.04,60.57,89.8,55.43,-0.88,79.7,0.87,83.15,80.18,73.8,55,CSCO
5333.T,JP,JPY,4428.0,1.12,30.99,7.95,16.98,78.61,165.93,4561.0,1665.1,-2.92,67.5,0.93,4328.1,4222.2,3093.46,55,5333.T
3778.T,JP,JPY,3645.0,1.39,31.51,39.28,32.22,13.59,0.74,4611.19,2467.0,-20.95,54.2,0.29,3257.2,3017.74,3103.15,55,3778.T
4021.T,JP,JPY,6660.0,-0.24,26.77,9.7,23.44,28.91,66.41,6980.52,4002.21,-4.59,70.7,0.95,6377.6,6372.22,5424.32,54,4021.T
4047.T,JP,JPY,1646.0,0.86,45.64,9.95,26.69,57.26,99.46,1761.41,794.69,-6.55,73.3,0.45,1554.9,1571.35,1136.88,54,4047.T
ROK,US,USD,401.17999267578125,-1.89,1.01,13.07,-4.24,13.13,63.99,428.82,242.82,-6.45,69.4,1.25,389.0,382.95,372.78,54,ROK
3774.T,JP,JPY,2778.0,-0.64,2.52,14.49,6.13,4.22,8.73,2943.96,2129.88,-5.64,66.1,0.85,2611.32,2405.37,2632.17,54,3774.T
AME,US,USD,232.9499969482422,-0.87,11.56,10.16,6.15,23.51,40.66,241.08,165.21,-3.37,67.2,0.72,226.91,225.73,202.49,54,AME
